order_id,product_id,quantity,unit_price
85,2,2,3499
86,11,2,2799
86,3,2,2499
87,3,1,2499
88,1,3,1999
88,7,1,3299
88,19,3,999
89,18,2,699
89,11,2,2799
90,15,1,3199
90,4,2,1299
90,16,2,899
90,11,2,2799
91,18,2,699
91,19,1,999
91,14,1,799
92,9,2,699
92,16,1,899
92,19,3,999
93,17,1,749
94,3,1,2499
94,5,1,2999
95,16,1,899
95,1,1,1999
95,19,3,999
95,14,3,799
96,6,1,4999
96,4,1,1299
96,19,1,999
96,17,3,749
97,12,2,1499
98,2,1,3499
99,6,1,4999
100,8,1,999
101,6,2,4999
102,10,1,1599
103,13,3,2999
103,5,3,2999
103,3,2,2499
104,11,2,2799
104,1,1,1999
104,9,2,699
104,15,3,3199
105,20,2,849
106,13,2,2999
106,11,1,2799
107,5,1,2999
108,1,1,1999
109,1,1,1999
109,10,3,1599
109,14,3,799
109,13,1,2999
110,10,1,1599
110,9,1,699
110,16,1,899
111,9,3,699
111,8,3,999
111,16,1,899
112,11,3,2799
112,15,3,3199
112,20,1,849
112,14,2,799
113,13,2,2999
113,11,3,2799
114,12,3,1499
114,4,3,1299
114,7,1,3299
114,6,3,4999
115,5,3,2999
115,10,1,1599
115,8,3,999
115,9,2,699
116,18,1,699
116,2,1,3499
116,12,3,1499
116,3,3,2499
117,11,1,2799
117,14,2,799
117,4,1,1299
117,1,3,1999
118,13,1,2999
118,15,2,3199
118,17,1,749
119,12,2,1499
119,10,2,1599
120,11,3,2799
120,3,1,2499
120,10,1,1599
120,2,2,3499
121,11,2,2799
121,18,2,699
122,13,3,2999
122,1,2,1999
122,7,2,3299
122,15,1,3199
123,12,1,1499
123,11,2,2799
124,20,2,849
124,13,2,2999
124,4,3,1299
124,12,1,1499
125,8,2,999
126,20,1,849
126,5,2,2999
126,13,3,2999
126,14,3,799
127,15,1,3199
127,2,2,3499
127,12,1,1499
128,16,1,899
128,14,1,799
128,15,3,3199
128,20,1,849
129,15,3,3199
129,19,2,999
130,18,3,699
130,2,1,3499
130,15,2,3199
131,15,1,3199
132,6,1,4999
132,5,3,2999
132,7,2,3299
132,18,3,699
133,19,3,999
133,9,1,699
133,17,1,749
134,5,1,2999
134,11,3,2799
135,13,2,2999
135,15,3,3199
135,3,3,2499
135,18,2,699
136,15,3,3199
137,16,2,899
137,9,2,699
138,2,3,3499
138,20,2,849
138,4,1,1299
139,10,2,1599
139,6,1,4999
140,2,3,3499
140,13,2,2999
141,16,1,899
141,3,3,2499
142,4,2,1299
142,14,1,799
142,5,1,2999
143,5,3,2999
143,13,3,2999
143,20,1,849
144,12,3,1499
144,7,3,3299
144,5,2,2999
144,14,1,799
145,14,1,799
145,11,2,2799
145,5,3,2999
146,1,3,1999
146,10,3,1599
146,7,3,3299
147,13,3,2999
147,4,3,1299
147,8,1,999
147,16,3,899
148,12,1,1499
148,18,1,699
148,6,3,4999
148,16,1,899
149,17,3,749
149,14,2,799
149,19,1,999
150,17,1,749
151,10,3,1599
152,15,3,3199
153,4,3,1299
153,1,1,1999
154,6,3,4999
154,12,2,1499
154,5,3,2999
155,19,2,999
155,3,3,2499
155,16,2,899
156,4,1,1299
156,19,3,999
156,20,3,849
157,13,1,2999
157,5,3,2999
157,6,3,4999
158,9,1,699
158,3,3,2499
158,12,3,1499
159,10,3,1599
159,20,2,849
159,11,1,2799
159,3,2,2499
160,12,3,1499
160,19,3,999
160,16,1,899
160,7,1,3299
161,11,1,2799
162,2,1,3499
162,5,1,2999
162,9,3,699
162,3,2,2499
163,13,3,2999
163,3,3,2499
164,13,2,2999
164,11,2,2799
164,19,1,999
165,15,2,3199
165,20,2,849
166,4,3,1299
166,3,2,2499
166,6,3,4999
167,12,3,1499
167,13,1,2999
168,4,1,1299
168,15,1,3199
169,3,1,2499
169,19,1,999
169,9,1,699
170,2,2,3499
171,16,1,899
171,1,2,1999
171,13,1,2999
171,14,1,799
172,10,2,1599
172,16,3,899
173,17,3,749
173,8,3,999
174,19,2,999
174,17,2,749
174,11,1,2799
175,16,3,899
176,9,3,699
176,18,1,699
177,8,2,999
177,19,3,999
178,19,2,999
178,7,3,3299
179,1,2,1999
179,17,1,749
180,2,3,3499
180,1,3,1999
180,5,1,2999
181,19,2,999
181,4,1,1299
181,11,1,2799
181,10,3,1599
182,8,2,999
182,19,2,999
182,6,3,4999
183,6,3,4999
184,11,1,2799
184,3,2,2499
185,15,1,3199
185,1,1,1999
185,9,3,699
186,15,2,3199
186,14,2,799
186,6,2,4999
186,19,3,999
187,6,1,4999
187,15,1,3199
188,13,3,2999
188,6,1,4999
189,14,3,799
190,7,3,3299
190,20,3,849
190,14,3,799
191,13,3,2999
192,10,3,1599
193,3,2,2499
193,16,2,899
193,4,2,1299
194,13,2,2999
194,12,1,1499
194,6,2,4999
195,4,3,1299
195,3,2,2499
196,17,3,749
196,14,1,799
196,18,2,699
196,16,2,899
197,4,1,1299
197,15,1,3199
198,7,3,3299
198,5,1,2999
198,9,1,699
198,11,2,2799
199,20,3,849
200,4,3,1299
201,13,1,2999
201,16,1,899
201,19,2,999
202,13,2,2999
203,11,2,2799
204,5,3,2999
204,10,2,1599
205,15,2,3199
205,7,3,3299
206,10,3,1599
207,7,1,3299
207,2,1,3499
208,15,3,3199
208,17,1,749
208,13,3,2999
209,19,1,999
209,18,2,699
209,12,3,1499
209,20,3,849
210,8,3,999
210,20,1,849
211,6,1,4999
211,1,2,1999
212,12,2,1499
212,15,2,3199
212,9,3,699
212,7,3,3299
213,18,3,699
213,10,1,1599
213,19,2,999
214,10,3,1599
214,7,1,3299
214,5,1,2999
215,16,2,899
216,11,3,2799
216,8,3,999
217,10,2,1599
217,4,1,1299
218,8,2,999
219,15,1,3199
219,4,3,1299
219,16,3,899
220,17,1,749
220,10,1,1599
220,14,1,799
220,2,2,3499
221,3,2,2499
221,16,3,899
222,6,1,4999
222,19,2,999
223,16,3,899
223,13,1,2999
223,1,3,1999
223,2,2,3499
224,8,1,999
225,6,2,4999
225,3,2,2499
225,2,2,3499
226,11,2,2799
226,16,1,899
227,1,3,1999
227,19,1,999
228,18,3,699
228,2,1,3499
228,19,3,999
229,18,2,699
230,14,2,799
230,4,3,1299
230,17,3,749
231,10,1,1599
232,12,2,1499
232,14,1,799
233,8,3,999
233,1,1,1999
233,19,1,999
234,9,3,699
235,2,2,3499
235,10,3,1599
236,5,3,2999
237,12,2,1499
238,14,3,799
238,6,3,4999
238,4,1,1299
238,5,1,2999
239,6,3,4999
239,13,3,2999
239,12,1,1499
239,1,2,1999
240,11,3,2799
240,1,3,1999
240,17,3,749
241,14,3,799
242,18,1,699
242,2,3,3499
243,16,2,899
244,13,2,2999
244,8,3,999
244,3,2,2499
244,15,1,3199
245,4,2,1299
246,17,3,749
246,18,3,699
246,7,2,3299
247,18,3,699
247,16,2,899
247,12,1,1499
248,18,3,699
248,17,1,749
248,12,1,1499
249,7,2,3299
249,4,1,1299
250,19,1,999
251,17,3,749
252,19,3,999
252,6,1,4999
253,14,2,799
253,8,2,999
253,9,2,699
253,13,1,2999
254,18,1,699
254,7,3,3299
254,19,3,999
255,17,3,749
255,18,3,699
256,18,3,699
256,10,1,1599
256,14,1,799
256,1,2,1999
257,9,3,699
257,5,2,2999
257,2,1,3499
258,18,1,699
258,13,3,2999
259,18,3,699
259,2,2,3499
259,1,1,1999
260,19,3,999
260,18,1,699
260,7,2,3299
261,13,1,2999
262,1,3,1999
262,11,1,2799
262,15,1,3199
263,16,2,899
263,19,1,999
263,18,3,699
264,14,3,799
264,18,2,699
265,10,2,1599
265,7,3,3299
265,17,3,749
266,2,2,3499
266,11,1,2799
267,17,2,749
267,20,1,849
267,15,2,3199
268,3,1,2499
269,3,3,2499
269,5,2,2999
269,1,1,1999
269,15,1,3199
270,9,2,699
270,14,2,799
271,20,1,849
272,10,3,1599
273,16,1,899
274,10,1,1599
274,12,3,1499
275,18,1,699
275,20,3,849
275,3,3,2499
275,10,3,1599
276,8,1,999
276,9,1,699
277,10,3,1599
278,12,1,1499
278,5,2,2999
278,8,3,999
279,19,2,999
279,5,2,2999
279,12,1,1499
280,9,2,699
280,12,2,1499
280,5,2,2999
280,11,2,2799
281,9,1,699
282,17,3,749
283,18,3,699
283,20,1,849
283,16,2,899
284,15,3,3199
284,17,1,749
285,17,2,749
285,5,1,2999
286,12,1,1499
286,2,1,3499
286,8,2,999
286,16,2,899
287,16,3,899
287,15,2,3199
287,2,1,3499
287,18,3,699
288,13,2,2999
288,20,3,849
289,12,3,1499
289,16,1,899
289,19,3,999
290,7,1,3299
290,5,2,2999
290,6,3,4999
291,16,1,899
291,7,1,3299
291,6,1,4999
291,14,1,799
292,2,2,3499
292,6,1,4999
293,3,3,2499
293,7,2,3299
293,15,2,3199
294,20,2,849
294,17,1,749
295,5,3,2999
295,4,3,1299
295,1,3,1999
295,7,2,3299
296,18,3,699
297,14,3,799
298,16,2,899
298,13,3,2999
299,10,3,1599
300,19,3,999
301,14,1,799
301,12,2,1499
301,4,3,1299
302,13,3,2999
302,7,3,3299
302,14,2,799
303,13,3,2999
303,5,1,2999
303,4,2,1299
304,6,2,4999
305,3,2,2499
305,20,1,849
305,9,3,699
305,8,1,999
306,6,3,4999
307,7,3,3299
307,2,3,3499
307,17,1,749
308,6,1,4999
309,17,3,749
309,1,3,1999
310,12,3,1499
310,9,1,699
310,8,2,999
311,18,1,699
312,15,1,3199
312,13,2,2999
312,16,2,899
313,13,3,2999
314,9,1,699
315,18,1,699
316,16,1,899
316,7,3,3299
317,5,1,2999
317,4,3,1299
317,19,3,999
318,20,3,849
318,11,2,2799
318,16,2,899
319,2,2,3499
319,17,2,749
320,15,3,3199
320,4,3,1299
321,19,3,999
321,4,2,1299
321,11,1,2799
321,12,3,1499
322,16,1,899
322,14,2,799
323,19,1,999
323,8,3,999
324,16,1,899
324,1,2,1999
325,16,3,899
325,10,3,1599
325,9,1,699
326,4,2,1299
326,15,2,3199
326,11,3,2799
326,9,3,699
327,19,3,999
327,20,3,849
328,15,2,3199
328,3,3,2499
328,13,1,2999
328,10,1,1599
329,6,2,4999
330,9,2,699
330,15,2,3199
330,12,1,1499
330,17,1,749
331,7,1,3299
332,13,3,2999
333,10,2,1599
333,8,3,999
333,19,1,999
333,20,1,849
334,15,1,3199
334,18,3,699
334,9,3,699
334,20,1,849
335,17,2,749
335,18,3,699
335,10,1,1599
335,12,1,1499
336,1,3,1999
337,16,2,899
337,10,3,1599
337,1,1,1999
337,14,1,799
338,6,2,4999
338,13,1,2999
339,10,2,1599
339,18,1,699
339,9,1,699
340,9,1,699
340,16,1,899
340,7,1,3299
340,11,3,2799
341,1,1,1999
341,8,2,999
341,3,1,2499
341,5,2,2999
342,11,1,2799
343,7,2,3299
343,9,1,699
344,15,3,3199
344,4,3,1299
345,2,3,3499
345,18,1,699
346,4,3,1299
346,8,2,999
347,1,3,1999
347,2,3,3499
348,3,2,2499
348,11,3,2799
348,2,1,3499
348,18,3,699
349,15,3,3199
349,7,2,3299
349,1,2,1999
350,18,3,699
350,16,1,899
350,7,3,3299
351,3,1,2499
351,17,2,749
352,6,2,4999
352,1,3,1999
352,12,1,1499
352,8,3,999
353,20,2,849
353,10,2,1599
354,6,1,4999
354,2,1,3499
355,17,2,749
355,19,1,999
355,9,3,699
355,2,3,3499
356,2,2,3499
356,12,3,1499
356,18,1,699
356,14,3,799
357,4,3,1299
358,19,3,999
358,6,3,4999
359,14,3,799
359,4,2,1299
359,6,3,4999
359,18,2,699
360,12,3,1499
360,14,2,799
360,19,3,999
361,12,2,1499
361,15,1,3199
361,19,3,999
362,10,1,1599
363,4,2,1299
363,2,2,3499
364,10,3,1599
364,3,1,2499
364,13,3,2999
365,20,3,849
366,12,1,1499
366,14,1,799
366,19,3,999
367,11,3,2799
368,13,2,2999
369,5,2,2999
369,20,3,849
369,11,3,2799
369,3,1,2499
370,5,3,2999
370,16,1,899
371,8,2,999
371,3,2,2499
372,12,2,1499
372,7,3,3299
372,11,3,2799
373,15,1,3199
373,2,1,3499
374,20,2,849
374,5,1,2999
375,18,1,699
375,7,3,3299
376,13,3,2999
377,2,1,3499
377,15,2,3199
377,1,3,1999
378,8,2,999
378,13,2,2999
378,17,3,749
378,4,3,1299
379,2,1,3499
380,12,3,1499
381,9,2,699
382,5,3,2999
382,3,3,2499
382,13,3,2999
382,17,3,749
383,15,1,3199
383,18,3,699
383,5,1,2999
384,14,3,799
384,5,3,2999
385,11,3,2799
385,5,1,2999
386,5,1,2999
386,7,1,3299
386,4,1,1299
387,8,2,999
387,1,1,1999
388,6,2,4999
388,13,1,2999
388,16,1,899
389,8,1,999
389,7,2,3299
389,19,3,999
389,3,2,2499
390,11,3,2799
390,13,3,2999
390,18,1,699
390,17,3,749
391,2,3,3499
391,18,1,699
391,13,1,2999
391,17,2,749
392,10,2,1599
392,2,3,3499
392,17,2,749
392,5,1,2999
393,14,1,799
393,11,2,2799
393,15,3,3199
393,1,3,1999
394,4,1,1299
394,3,3,2499
395,13,2,2999
395,18,1,699
396,2,2,3499
396,14,2,799
397,1,1,1999
397,9,2,699
398,7,3,3299
398,19,2,999
399,18,3,699
399,9,3,699
400,2,3,3499
400,5,3,2999
400,20,3,849
401,6,3,4999
401,10,3,1599
402,2,2,3499
402,3,2,2499
402,10,2,1599
403,4,2,1299
403,9,3,699
404,19,3,999
405,14,3,799
405,11,3,2799
405,9,3,699
406,16,1,899
406,6,1,4999
406,8,1,999
406,10,1,1599
407,11,2,2799
408,3,3,2499
408,10,3,1599
408,19,2,999
409,6,1,4999
410,5,2,2999
411,17,2,749
412,12,2,1499
412,3,1,2499
412,5,2,2999
413,20,2,849
413,4,3,1299
414,15,3,3199
414,10,2,1599
414,7,1,3299
415,17,1,749
415,1,1,1999
415,16,2,899
415,20,2,849
416,7,2,3299
416,2,2,3499
417,11,2,2799
418,7,1,3299
418,11,2,2799
418,20,2,849
419,6,1,4999
419,9,1,699
420,9,3,699
420,5,1,2999
420,10,1,1599
421,1,3,1999
421,16,1,899
422,20,1,849
422,12,3,1499
422,10,3,1599
422,11,3,2799
423,4,2,1299
423,15,1,3199
423,10,1,1599
423,19,1,999
424,11,1,2799
424,15,1,3199
424,16,2,899
425,17,2,749
425,4,3,1299
426,13,3,2999
426,19,1,999
426,14,3,799
426,8,1,999
427,14,1,799
427,19,3,999
427,11,3,2799
427,8,1,999
428,15,1,3199
429,11,1,2799
429,16,1,899
429,2,3,3499
429,3,3,2499
430,20,1,849
430,19,3,999
430,15,2,3199
430,7,2,3299
431,19,1,999
432,1,3,1999
433,11,2,2799
433,13,3,2999
433,19,1,999
433,18,3,699
434,5,1,2999
434,10,1,1599
434,20,3,849
434,18,1,699
435,15,3,3199
435,14,2,799
435,6,3,4999
435,20,2,849
436,8,3,999
436,17,3,749
436,9,2,699
436,14,1,799
437,3,2,2499
437,5,3,2999
437,17,1,749
437,9,3,699
438,18,3,699
439,15,2,3199
439,17,2,749
439,16,2,899
439,11,2,2799
440,2,3,3499
440,16,1,899
440,6,3,4999
441,9,2,699
442,20,1,849
443,8,3,999
443,16,1,899
443,6,2,4999
444,8,3,999
444,15,3,3199
444,6,2,4999
444,7,1,3299
445,16,2,899
445,18,3,699
445,8,3,999
446,10,2,1599
447,14,2,799
447,9,2,699
447,11,1,2799
448,17,3,749
448,11,3,2799
449,14,1,799
450,9,1,699
450,7,3,3299
450,2,1,3499
451,3,3,2499
452,6,2,4999
453,11,2,2799
453,9,1,699
453,6,2,4999
453,3,2,2499
454,7,1,3299
454,13,1,2999
454,6,3,4999
454,16,2,899
455,2,1,3499
456,1,3,1999
456,2,2,3499
457,16,3,899
457,14,1,799
457,13,1,2999
457,3,2,2499
458,13,2,2999
458,2,3,3499
458,3,2,2499
459,13,3,2999
460,16,3,899
460,3,1,2499
460,15,1,3199
461,18,3,699
462,11,3,2799
463,18,1,699
463,5,3,2999
463,8,1,999
463,3,2,2499
464,1,3,1999
464,6,1,4999
465,4,1,1299
466,11,3,2799
466,13,3,2999
466,20,3,849
466,4,1,1299
467,4,2,1299
468,8,1,999
468,19,3,999
468,2,3,3499
468,5,2,2999
469,3,2,2499
469,19,2,999
470,14,3,799
470,8,1,999
470,6,3,4999
470,2,2,3499
471,7,3,3299
471,4,1,1299
472,9,1,699
472,2,1,3499
473,12,2,1499
474,4,3,1299
475,3,1,2499
476,8,1,999
476,4,1,1299
476,11,1,2799
477,2,3,3499
477,14,2,799
477,5,1,2999
477,7,2,3299
478,11,1,2799
478,5,3,2999
479,14,2,799
479,6,3,4999
479,11,1,2799
479,8,3,999
480,7,2,3299
480,19,1,999
480,16,3,899
480,15,2,3199
481,19,2,999
481,1,1,1999
482,16,1,899
482,4,1,1299
482,15,3,3199
482,20,1,849
483,1,2,1999
484,15,2,3199
485,3,2,2499
486,3,3,2499
486,11,1,2799
487,20,1,849
487,2,3,3499
487,12,3,1499
487,18,3,699
488,16,3,899
489,9,2,699
489,2,2,3499
489,3,2,2499
489,12,3,1499
490,15,1,3199
490,12,2,1499
490,3,1,2499
491,9,3,699
491,4,1,1299
492,14,2,799
492,18,2,699
492,5,2,2999
493,14,3,799
493,19,3,999
493,11,2,2799
494,15,1,3199
494,10,2,1599
494,5,1,2999
494,19,2,999
495,6,1,4999
495,20,1,849
495,18,3,699
495,10,3,1599
496,15,2,3199
496,9,1,699
497,12,3,1499
497,15,1,3199
498,15,1,3199
498,11,1,2799
499,19,2,999
499,5,3,2999
499,15,1,3199
500,13,3,2999
501,19,1,999
501,17,2,749
502,17,2,749
503,13,2,2999
503,5,2,2999
503,14,2,799
504,7,3,3299
505,14,1,799
505,5,2,2999
505,3,2,2499
505,19,3,999
506,9,3,699
506,14,3,799
506,6,1,4999
506,15,1,3199
507,16,1,899
507,18,1,699
507,15,1,3199
508,14,3,799
508,6,3,4999
508,16,1,899
509,19,2,999
509,16,3,899
509,14,3,799
510,6,1,4999
510,19,2,999
510,2,2,3499
511,2,3,3499
511,10,3,1599
511,19,1,999
512,18,2,699
512,11,3,2799
513,5,3,2999
513,1,2,1999
513,20,2,849
514,7,3,3299
514,18,3,699
515,15,1,3199
515,3,2,2499
515,4,2,1299
515,5,2,2999
516,10,3,1599
516,1,1,1999
517,5,1,2999
517,7,2,3299
517,20,3,849
518,2,3,3499
519,3,2,2499
520,6,1,4999
520,12,1,1499
521,17,1,749
521,19,1,999
522,18,3,699
522,1,1,1999
523,15,1,3199
523,4,2,1299
524,4,3,1299
524,15,1,3199
524,20,2,849
525,13,2,2999
526,18,2,699
526,14,2,799
527,16,3,899
528,5,2,2999
529,7,1,3299
529,13,2,2999
529,4,3,1299
530,12,3,1499
530,16,2,899
530,13,1,2999
530,19,2,999
531,1,3,1999
531,4,1,1299
532,5,1,2999
532,10,3,1599
532,4,3,1299
533,18,3,699
533,11,1,2799
533,20,1,849
534,15,3,3199
534,2,3,3499
534,19,2,999
534,6,3,4999
535,4,2,1299
535,19,3,999
535,16,1,899
535,18,3,699
536,10,1,1599
536,11,3,2799
536,2,1,3499
537,13,2,2999
537,4,2,1299
537,14,2,799
538,19,2,999
538,3,1,2499
538,20,2,849
539,19,1,999
539,17,3,749
539,14,2,799
539,9,3,699
540,16,1,899
541,12,2,1499
541,14,3,799
541,7,1,3299
542,8,2,999
542,3,1,2499
542,4,3,1299
542,11,3,2799
543,14,1,799
543,18,2,699
543,11,2,2799
544,1,1,1999
544,17,3,749
545,19,2,999
545,2,2,3499
545,17,1,749
545,7,1,3299
546,14,2,799
546,9,3,699
547,5,1,2999
548,14,2,799
548,2,1,3499
548,7,1,3299
548,6,2,4999
549,2,1,3499
550,13,3,2999
551,16,3,899
551,3,1,2499
551,8,2,999
552,7,1,3299
552,5,2,2999
552,4,2,1299
552,6,2,4999
553,11,3,2799
554,16,1,899
554,12,3,1499
554,10,3,1599
555,10,2,1599
555,12,2,1499
555,4,1,1299
555,8,2,999
556,11,1,2799
556,14,2,799
556,2,2,3499
556,9,3,699
557,17,2,749
557,3,3,2499
557,12,3,1499
558,15,1,3199
558,5,2,2999
559,17,3,749
559,5,3,2999
560,19,2,999
560,11,1,2799
561,1,3,1999
561,20,3,849
562,2,3,3499
562,13,2,2999
563,1,3,1999
564,7,2,3299
564,20,2,849
565,7,2,3299
565,14,1,799
565,6,1,4999
566,19,1,999
566,15,2,3199
566,3,1,2499
567,20,3,849
567,9,1,699
567,3,1,2499
567,4,2,1299
568,1,2,1999
569,18,3,699
569,2,1,3499
570,3,3,2499
570,11,3,2799
571,9,2,699
571,12,3,1499
571,14,2,799
571,10,3,1599
572,18,1,699
572,15,1,3199
573,15,1,3199
573,14,2,799
574,4,1,1299
574,5,1,2999
574,20,2,849
574,12,1,1499
575,19,3,999
575,1,3,1999
576,11,1,2799
577,5,2,2999
577,1,3,1999
577,3,3,2499
578,2,3,3499
578,15,3,3199
578,11,3,2799
579,3,3,2499
580,3,2,2499
580,1,2,1999
580,7,2,3299
580,6,3,4999
581,12,2,1499
581,4,3,1299
582,3,2,2499
582,14,3,799
582,12,2,1499
582,6,1,4999
583,16,3,899
583,17,3,749
584,5,1,2999
584,20,3,849
584,10,2,1599
585,17,2,749
586,9,3,699
586,19,1,999
586,3,1,2499
587,10,3,1599
587,11,2,2799
587,15,2,3199
587,18,1,699
588,14,3,799
589,15,3,3199
589,13,3,2999
589,16,2,899
589,10,3,1599
590,1,3,1999
591,14,1,799
591,18,1,699
592,5,2,2999
592,15,2,3199
593,2,3,3499
593,11,3,2799
593,1,2,1999
593,4,2,1299
594,16,3,899
594,17,1,749
594,20,3,849
594,8,1,999
595,16,2,899
595,4,3,1299
595,20,2,849
595,12,1,1499
596,17,3,749
596,8,3,999
597,14,3,799
597,12,1,1499
597,16,2,899
597,6,3,4999
598,4,1,1299
598,14,1,799
598,16,3,899
598,10,1,1599
599,17,1,749
599,2,2,3499
600,9,3,699
600,11,2,2799
600,12,1,1499
600,2,3,3499
601,4,3,1299
601,20,1,849
601,19,1,999
601,2,3,3499
602,17,3,749
602,16,2,899
602,4,2,1299
602,5,1,2999
603,10,1,1599
603,17,2,749
603,6,2,4999
604,8,2,999
604,5,2,2999
604,14,3,799
604,18,3,699
605,3,2,2499
606,5,3,2999
607,11,2,2799
607,12,3,1499
607,1,3,1999
608,12,1,1499
608,13,1,2999
608,7,3,3299
608,10,2,1599
609,17,1,749
609,11,1,2799
609,6,3,4999
610,2,2,3499
611,15,2,3199
612,12,2,1499
612,10,3,1599
613,11,3,2799
614,14,2,799
614,3,1,2499
614,19,2,999
614,2,1,3499
615,9,2,699
615,19,3,999
615,16,2,899
615,14,3,799
616,5,3,2999
616,17,1,749
616,19,2,999
616,4,2,1299
617,4,1,1299
617,20,3,849
617,12,1,1499
617,10,1,1599
618,5,2,2999
618,19,1,999
619,18,2,699
620,11,1,2799
620,13,3,2999
620,16,3,899
620,5,2,2999
621,13,3,2999
621,8,1,999
621,20,3,849
621,11,2,2799
622,18,1,699
622,4,1,1299
622,20,3,849
623,17,1,749
623,1,2,1999
623,4,1,1299
623,6,1,4999
624,16,1,899
625,13,1,2999
625,9,1,699
625,3,3,2499
626,10,3,1599
626,14,1,799
627,10,2,1599
628,2,1,3499
629,4,2,1299
629,9,3,699
629,2,2,3499
629,11,1,2799
630,18,1,699
630,19,3,999
630,4,3,1299
631,5,3,2999
631,12,1,1499
632,15,3,3199
633,13,3,2999
633,12,3,1499
633,7,2,3299
634,13,3,2999
635,20,2,849
635,17,3,749
636,11,3,2799
636,7,2,3299
636,15,1,3199
637,14,3,799
637,18,3,699
638,15,3,3199
639,1,2,1999
639,4,2,1299
640,7,3,3299
640,3,1,2499
640,10,1,1599
641,1,3,1999
641,7,2,3299
642,19,1,999
642,20,1,849
643,17,1,749
643,9,3,699
644,14,3,799
645,16,3,899
645,12,1,1499
645,17,1,749
645,2,2,3499
646,3,3,2499
646,19,1,999
646,1,3,1999
647,3,2,2499
647,4,2,1299
647,1,1,1999
648,11,2,2799
648,2,3,3499
649,19,1,999
