order_id,customer_id,order_date,status,discount,shipping_fee,total_amount
42,79,2025-03-29 21:39:00,Returned,1574.25,0,8920.75
43,334,2025-04-18 18:26:00,Cancelled,404.55,0,2292.45
44,329,2025-06-04 15:15:00,Returned,1999.3,0,17993.7
45,175,2025-11-07 04:20:00,Returned,0,0,20992
46,124,2025-08-27 03:17:00,Completed,559.7,0,5037.3
47,215,2025-05-08 05:52:00,Completed,1084.65,0,20608.35
48,12,2025-02-16 12:32:00,Completed,0,0,7597
49,254,2025-11-02 20:43:00,Completed,299.75,0,5695.25
50,188,2025-01-24 12:03:00,Cancelled,369.7,0,3327.3
51,231,2025-10-09 08:52:00,Cancelled,299.9,0,2699.1
52,407,2025-06-23 17:23:00,Completed,0,0,3945
53,20,2025-03-12 22:21:00,Completed,2541.3,0,14400.7
54,304,2025-06-22 16:53:00,Cancelled,989.2,0,8902.8
55,158,2025-12-19 20:01:00,Cancelled,2338.65,0,13252.35
56,76,2025-12-15 07:02:00,Cancelled,329.9,0,2969.1
57,215,2025-03-19 13:44:00,Completed,1964.1,0,17676.9
58,193,2025-06-10 05:29:00,Cancelled,0,0,5794
59,286,2025-06-02 07:19:00,Completed,1109.4,0,6286.6
60,148,2025-03-04 18:43:00,Cancelled,829.65,0,15763.35
61,336,2025-05-12 23:30:00,Completed,209.7,0,3984.3
62,56,2025-11-12 23:37:00,Completed,0,0,5746
63,52,2025-07-31 10:45:00,Completed,449.85,0,2549.15
64,209,2025-12-01 15:30:00,Returned,0,0,11595
65,334,2025-10-21 07:34:00,Returned,0,0,9998
66,429,2025-07-23 15:11:00,Returned,904.65,0,17188.35
67,233,2025-11-25 17:33:00,Completed,0,0,4697
68,84,2025-08-23 20:16:00,Returned,0,0,12395
69,313,2025-11-24 12:52:00,Completed,404.8,0,7691.2
70,4,2025-05-14 12:15:00,Completed,0,0,14393
71,342,2025-03-02 14:19:00,Completed,0,0,8593
72,79,2025-08-21 23:38:00,Completed,1386.3,0,7855.7
73,271,2025-12-27 11:04:00,Cancelled,1574.55,0,8922.45
74,294,2025-10-02 04:10:00,Completed,0,0,16392
75,213,2025-08-22 18:03:00,Cancelled,0,0,12692
76,217,2025-06-26 22:04:00,Cancelled,0,0,4998
77,210,2025-04-03 04:49:00,Returned,2788.65,0,15802.35
78,335,2025-06-28 03:11:00,Cancelled,2211.3,0,12530.7
79,273,2025-07-14 07:15:00,Completed,1299.5,0,11695.5
80,393,2025-01-09 07:13:00,Completed,84.9,79,843.1
81,345,2025-12-27 01:15:00,Returned,0,0,5998
82,112,2025-01-29 04:32:00,Completed,569.7,0,10824.3
83,155,2025-03-15 21:33:00,Completed,2888.9,0,26000.1
84,498,2025-06-26 20:42:00,Completed,944.25,0,5350.75
85,124,2025-04-26 09:54:00,Returned,1659.5,0,14935.5
86,272,2025-03-10 12:15:00,Completed,0,0,10596
87,371,2025-04-08 01:17:00,Completed,374.85,0,2124.15
88,112,2025-09-03 06:55:00,Completed,1229.3,0,11063.7
89,357,2025-11-06 22:13:00,Completed,699.6,0,6296.4
90,333,2025-07-03 09:16:00,Completed,0,0,13193
91,443,2025-04-24 23:09:00,Completed,159.8,0,3036.2
92,195,2025-10-19 07:31:00,Cancelled,264.7,0,5029.3
93,72,2025-10-07 15:11:00,Cancelled,0,79,828
94,392,2025-01-04 13:08:00,Returned,824.7,0,4673.3
95,192,2025-01-31 19:40:00,Returned,414.6,0,7877.4
96,147,2025-01-09 16:52:00,Returned,1431.6,0,8112.4
97,418,2025-07-01 08:50:00,Completed,299.8,0,2698.2
98,125,2025-12-23 07:19:00,Returned,349.9,0,3149.1
99,194,2025-10-10 15:03:00,Returned,499.9,0,4499.1
100,331,2025-06-19 18:54:00,Completed,149.85,79,928.15
101,139,2025-01-24 02:43:00,Completed,0,0,9998
102,301,2025-03-15 22:52:00,Completed,239.85,0,1359.15
103,291,2025-07-19 21:57:00,Cancelled,0,0,22992
104,224,2025-04-29 02:21:00,Cancelled,1859.2,0,16732.8
105,96,2025-12-15 18:42:00,Completed,0,0,1698
106,43,2025-05-18 04:24:00,Returned,0,0,8797
107,483,2025-06-07 14:23:00,Completed,0,0,2999
108,230,2025-10-13 17:32:00,Completed,99.95,0,1899.05
109,48,2025-11-02 19:50:00,Completed,1828.8,0,10363.2
110,87,2025-12-17 12:10:00,Completed,319.7,0,2877.3
111,216,2025-06-03 15:50:00,Completed,599.3,0,5393.7
112,70,2025-06-05 00:25:00,Completed,1022.05,0,19418.95
113,486,2025-12-22 06:30:00,Completed,1439.5,0,12955.5
114,401,2025-05-05 10:24:00,Completed,2669.0,0,24021.0
115,225,2025-05-30 22:04:00,Completed,1499.1,0,13491.9
116,230,2025-11-03 15:37:00,Completed,809.6,0,15382.4
117,332,2025-11-10 01:36:00,Returned,1753.95,0,9939.05
118,298,2025-12-19 18:14:00,Completed,1014.6,0,9131.4
119,152,2025-08-01 02:07:00,Returned,0,0,6196
120,248,2025-06-28 15:06:00,Completed,0,0,19493
121,477,2025-05-05 16:11:00,Cancelled,0,0,6996
122,323,2025-04-05 05:40:00,Returned,0,0,22792
123,143,2025-12-27 02:36:00,Completed,0,0,7097
124,344,2025-09-08 16:40:00,Completed,654.6,0,12437.4
125,303,2025-02-13 21:08:00,Completed,0,0,1998
126,192,2025-12-22 04:32:00,Completed,0,0,18241
127,86,2025-09-08 09:08:00,Completed,0,0,11696
128,494,2025-10-15 16:41:00,Completed,0,0,12144
129,17,2025-05-21 07:34:00,Completed,1739.25,0,9855.75
130,58,2025-10-21 03:17:00,Cancelled,0,0,11994
131,153,2025-01-17 14:16:00,Completed,0,0,3199
132,416,2025-10-29 22:22:00,Returned,1134.55,0,21556.45
133,276,2025-03-28 10:45:00,Completed,444.5,0,4000.5
134,142,2025-12-02 04:44:00,Completed,1139.6,0,10256.4
135,73,2025-10-23 20:17:00,Returned,1224.5,0,23265.5
136,487,2025-09-07 10:37:00,Completed,479.85,0,9117.15
137,408,2025-10-01 12:13:00,Completed,159.8,0,3036.2
138,296,2025-03-08 18:54:00,Completed,0,0,13494
139,226,2025-08-22 00:27:00,Completed,409.85,0,7787.15
140,43,2025-07-10 21:57:00,Returned,0,0,16495
141,336,2025-02-16 22:06:00,Completed,0,0,8396
142,349,2025-08-16 00:00:00,Returned,639.6,0,5756.4
143,375,2025-02-22 03:20:00,Completed,0,0,18843
144,289,2025-01-05 19:41:00,Completed,0,0,21191
145,72,2025-03-05 18:46:00,Completed,0,0,15394
146,284,2025-11-04 19:46:00,Cancelled,0,0,20691
147,152,2025-11-27 01:50:00,Completed,0,0,16590
148,479,2025-06-12 04:24:00,Cancelled,0,0,18094
149,111,2025-01-21 01:50:00,Completed,726.6,0,4117.4
150,316,2025-03-20 08:05:00,Completed,0,79,828
151,168,2025-07-20 18:40:00,Returned,479.7,0,4317.3
152,30,2025-05-06 02:59:00,Completed,1439.55,0,8157.45
153,159,2025-12-08 23:42:00,Returned,0,0,5896
154,255,2025-06-27 16:33:00,Returned,0,0,26992
155,172,2025-08-08 08:33:00,Completed,0,0,11293
156,440,2025-10-18 05:23:00,Completed,0,0,6843
157,440,2025-01-07 07:02:00,Completed,2699.3,0,24293.7
158,165,2025-05-08 13:58:00,Returned,0,0,12693
159,115,2025-09-22 01:25:00,Completed,0,0,14292
160,289,2025-06-05 23:39:00,Completed,0,0,11692
161,13,2025-04-30 17:22:00,Returned,279.9,0,2519.1
162,54,2025-04-16 16:15:00,Completed,679.65,0,12913.35
163,499,2025-02-13 18:06:00,Cancelled,0,0,16494
164,340,2025-03-08 07:18:00,Completed,0,0,12595
165,70,2025-10-27 03:09:00,Completed,0,0,8096
166,184,2025-04-17 14:19:00,Completed,3583.8,0,20308.2
167,111,2025-06-17 04:05:00,Returned,374.8,0,7121.2
168,420,2025-03-31 00:25:00,Completed,0,0,4498
169,32,2025-04-24 04:12:00,Completed,0,0,4197
170,415,2025-03-07 02:57:00,Completed,0,0,6998
171,474,2025-10-21 13:52:00,Returned,434.75,0,8260.25
172,229,2025-03-18 01:39:00,Cancelled,589.5,0,5305.5
173,45,2025-05-24 12:08:00,Completed,0,0,5244
174,401,2025-07-03 15:34:00,Completed,0,0,6295
175,306,2025-04-23 00:57:00,Completed,134.85,0,2562.15
176,120,2025-03-23 03:15:00,Returned,0,0,2796
177,434,2025-07-18 11:59:00,Completed,249.75,0,4745.25
178,15,2025-12-27 22:22:00,Cancelled,594.75,0,11300.25
179,252,2025-01-20 02:03:00,Completed,237.35,0,4509.65
180,104,2025-03-08 10:45:00,Completed,0,0,19493
181,441,2025-07-06 02:23:00,Returned,1089.3,0,9803.7
182,333,2025-06-12 05:45:00,Cancelled,949.65,0,18043.35
183,91,2025-01-01 22:36:00,Completed,749.85,0,14247.15
184,114,2025-11-24 18:06:00,Completed,389.85,0,7407.15
185,326,2025-02-15 22:42:00,Returned,0,0,7295
186,132,2025-02-25 23:00:00,Completed,2099.1,0,18891.9
187,425,2025-09-03 18:41:00,Returned,409.9,0,7788.1
188,164,2025-05-14 03:04:00,Completed,2099.4,0,11896.6
189,174,2025-11-01 19:57:00,Completed,0,0,2397
190,456,2025-08-11 05:03:00,Completed,2226.15,0,12614.85
191,339,2025-05-25 09:15:00,Completed,1349.55,0,7647.45
192,79,2025-01-28 11:00:00,Completed,719.55,0,4077.45
193,103,2025-02-19 00:13:00,Completed,939.4,0,8454.6
194,47,2025-11-25 17:24:00,Completed,1749.5,0,15745.5
195,135,2025-04-26 08:36:00,Completed,1334.25,0,7560.75
196,498,2025-10-29 07:35:00,Completed,0,0,6242
197,463,2025-01-18 16:36:00,Cancelled,0,0,4498
198,65,2025-01-22 13:05:00,Returned,2878.95,0,16314.05
199,283,2025-06-16 08:33:00,Completed,382.05,0,2164.95
200,58,2025-08-01 04:09:00,Cancelled,0,0,3897
201,445,2025-10-02 11:56:00,Completed,589.6,0,5306.4
202,317,2025-11-08 21:44:00,Completed,0,0,5998
203,382,2025-09-01 08:57:00,Completed,279.9,0,5318.1
204,432,2025-09-09 22:43:00,Completed,609.75,0,11585.25
205,374,2025-08-02 19:41:00,Completed,1629.5,0,14665.5
206,445,2025-07-11 01:32:00,Completed,719.55,0,4077.45
207,70,2025-09-26 18:01:00,Completed,679.8,0,6118.2
208,471,2025-07-04 22:12:00,Completed,0,0,19343
209,191,2025-09-08 19:28:00,Completed,0,0,9441
210,15,2025-07-17 01:10:00,Cancelled,192.3,0,3653.7
211,263,2025-01-11 21:00:00,Completed,1349.55,0,7647.45
212,365,2025-12-30 20:17:00,Completed,3208.5,0,18181.5
213,300,2025-02-22 00:32:00,Returned,0,0,5694
214,142,2025-11-24 10:55:00,Completed,1664.25,0,9430.75
215,339,2025-06-13 21:08:00,Returned,89.9,0,1708.1
216,208,2025-07-18 23:02:00,Cancelled,1139.4,0,10254.6
217,260,2025-06-03 05:53:00,Returned,224.85,0,4272.15
218,391,2025-04-04 21:57:00,Completed,0,0,1998
219,216,2025-06-19 11:16:00,Cancelled,1468.95,0,8324.05
220,37,2025-08-30 06:32:00,Completed,1014.5,0,9130.5
221,458,2025-08-23 04:20:00,Returned,0,0,7695
222,325,2025-01-30 00:28:00,Completed,0,0,6997
223,315,2025-08-11 20:27:00,Completed,0,0,18691
224,388,2025-09-29 06:01:00,Returned,49.95,79,1028.05
225,67,2025-02-22 12:32:00,Cancelled,3299.1,0,18694.9
226,269,2025-06-22 13:56:00,Returned,0,0,6497
227,10,2025-04-27 07:46:00,Completed,0,0,6996
228,365,2025-11-30 01:24:00,Returned,0,0,8593
229,354,2025-03-01 13:28:00,Completed,139.8,79,1337.2
230,106,2025-12-22 21:40:00,Completed,0,0,7742
231,426,2025-02-23 16:46:00,Cancelled,0,0,1599
232,102,2025-11-08 06:49:00,Completed,0,0,3797
233,255,2025-04-17 22:59:00,Completed,899.25,0,5095.75
234,77,2025-02-16 16:04:00,Returned,0,0,2097
235,152,2025-05-16 14:03:00,Completed,589.75,0,11205.25
236,379,2025-03-01 03:54:00,Completed,0,0,8997
237,184,2025-08-13 19:17:00,Returned,0,0,2998
238,206,2025-07-24 14:17:00,Completed,0,0,21692
239,467,2025-10-30 15:51:00,Cancelled,2949.1,0,26541.9
240,455,2025-07-30 14:02:00,Completed,2496.15,0,14144.85
241,490,2025-12-09 10:33:00,Cancelled,0,0,2397
242,178,2025-12-06 21:41:00,Completed,0,0,11196
243,435,2025-08-29 15:55:00,Completed,0,0,1798
244,497,2025-05-23 01:32:00,Completed,1719.2,0,15472.8
245,162,2025-03-02 15:47:00,Returned,259.8,0,2338.2
246,286,2025-10-09 00:52:00,Completed,547.1,0,10394.9
247,423,2025-01-28 07:54:00,Completed,0,0,5394
248,2,2025-06-24 11:53:00,Returned,0,0,4345
249,72,2025-07-29 03:16:00,Cancelled,789.7,0,7107.3
250,367,2025-06-23 03:48:00,Completed,99.9,79,978.1
251,338,2025-10-29 16:08:00,Completed,0,0,2247
252,479,2025-08-10 18:30:00,Cancelled,0,0,7996
253,337,2025-11-04 19:56:00,Completed,0,0,7993
254,309,2025-12-25 23:32:00,Completed,679.65,0,12913.35
255,472,2025-12-11 04:45:00,Returned,217.2,0,4126.8
256,390,2025-06-30 17:30:00,Cancelled,0,0,8493
257,344,2025-01-29 06:17:00,Completed,1739.1,0,9854.9
258,184,2025-08-20 03:39:00,Returned,484.8,0,9211.2
259,475,2025-07-15 12:26:00,Returned,1664.1,0,9429.9
260,425,2025-04-26 20:45:00,Returned,1029.4,0,9264.6
261,350,2025-02-08 05:11:00,Returned,299.9,0,2699.1
262,285,2025-05-16 04:10:00,Cancelled,0,0,11995
263,306,2025-01-27 20:39:00,Returned,244.7,0,4649.3
264,113,2025-04-05 16:04:00,Cancelled,0,0,3795
265,114,2025-04-20 21:21:00,Completed,0,0,15342
266,343,2025-06-27 14:15:00,Returned,979.7,0,8817.3
267,277,2025-05-25 00:58:00,Cancelled,0,0,8745
268,264,2025-02-12 03:10:00,Cancelled,0,0,2499
269,428,2025-02-23 06:34:00,Returned,0,0,18693
270,92,2025-05-09 17:04:00,Cancelled,299.6,0,2696.4
271,162,2025-01-09 12:43:00,Completed,127.35,79,800.65
272,359,2025-02-07 11:59:00,Cancelled,239.85,0,4557.15
273,45,2025-05-25 14:24:00,Completed,134.85,79,843.15
274,70,2025-07-20 17:18:00,Returned,914.4,0,5181.6
275,64,2025-01-22 00:36:00,Cancelled,777.0,0,14763.0
276,212,2025-11-27 16:09:00,Completed,0,0,1698
277,437,2025-01-28 17:29:00,Returned,0,0,4797
278,51,2025-04-12 23:37:00,Completed,0,0,10494
279,163,2025-09-06 14:21:00,Cancelled,0,0,9495
280,127,2025-04-24 22:47:00,Returned,799.6,0,15192.4
281,283,2025-02-25 05:41:00,Cancelled,104.85,79,673.15
282,135,2025-11-17 02:46:00,Completed,0,0,2247
283,297,2025-07-27 18:13:00,Completed,474.4,0,4269.6
284,457,2025-10-29 23:54:00,Completed,1034.6,0,9311.4
285,258,2025-01-06 21:15:00,Cancelled,0,0,4497
286,486,2025-10-17 21:55:00,Completed,0,0,8794
287,343,2025-04-16 16:58:00,Completed,2203.65,0,12487.35
288,428,2025-05-15 18:34:00,Cancelled,0,0,8545
289,129,2025-07-12 07:33:00,Completed,0,0,8393
290,85,2025-04-28 02:32:00,Returned,0,0,24294
291,213,2025-06-19 23:07:00,Completed,1499.4,0,8496.6
292,83,2025-03-10 20:32:00,Completed,1799.55,0,10197.45
293,307,2025-10-16 20:01:00,Returned,0,0,20493
294,426,2025-07-30 19:09:00,Cancelled,122.35,0,2324.65
295,306,2025-10-30 02:14:00,Completed,0,0,25489
296,50,2025-04-01 15:57:00,Cancelled,0,0,2097
297,247,2025-12-04 04:57:00,Cancelled,239.7,0,2157.3
298,448,2025-01-23 22:33:00,Completed,1619.25,0,9175.75
299,218,2025-03-10 08:30:00,Completed,719.55,0,4077.45
300,132,2025-04-07 00:45:00,Returned,0,0,2997
301,4,2025-07-12 20:13:00,Returned,1154.1,0,6539.9
302,134,2025-10-02 13:36:00,Completed,0,0,20492
303,287,2025-10-12 15:16:00,Completed,0,0,14594
304,110,2025-09-18 12:50:00,Completed,0,0,9998
305,422,2025-03-16 15:59:00,Cancelled,894.3,0,8048.7
306,315,2025-12-02 16:18:00,Returned,1499.7,0,13497.3
307,6,2025-04-14 21:59:00,Cancelled,3171.45,0,17971.55
308,346,2025-01-19 11:15:00,Returned,249.95,0,4749.05
309,181,2025-12-09 12:25:00,Cancelled,0,0,8244
310,282,2025-05-26 23:53:00,Cancelled,719.4,0,6474.6
311,3,2025-05-14 05:26:00,Cancelled,104.85,79,673.15
312,175,2025-03-01 16:16:00,Cancelled,1099.5,0,9895.5
313,442,2025-01-15 15:07:00,Completed,0,0,8997
314,410,2025-06-11 13:22:00,Cancelled,34.95,79,743.05
315,205,2025-12-11 23:52:00,Completed,69.9,79,708.1
316,182,2025-04-22 18:17:00,Completed,0,0,10796
317,106,2025-04-28 06:53:00,Completed,989.3,0,8903.7
318,4,2025-10-05 01:54:00,Completed,0,0,9943
319,144,2025-07-23 07:48:00,Cancelled,1274.4,0,7221.6
320,258,2025-06-27 12:55:00,Returned,1349.4,0,12144.6
321,353,2025-01-05 00:43:00,Completed,644.55,0,12246.45
322,138,2025-08-30 19:21:00,Completed,124.85,0,2372.15
323,438,2025-07-25 08:28:00,Completed,199.8,0,3796.2
324,285,2025-08-10 12:12:00,Completed,489.7,0,4407.3
325,458,2025-11-19 16:34:00,Returned,819.3,0,7373.7
326,354,2025-03-25 01:13:00,Completed,974.5,0,18515.5
327,11,2025-07-30 03:22:00,Returned,831.6,0,4712.4
328,400,2025-05-26 11:20:00,Returned,924.65,0,17568.35
329,324,2025-11-10 18:25:00,Completed,0,0,9998
330,163,2025-12-01 09:45:00,Completed,0,0,10044
331,373,2025-05-01 21:16:00,Returned,329.9,0,2969.1
332,49,2025-02-02 15:35:00,Completed,0,0,8997
333,135,2025-11-13 04:05:00,Returned,1206.45,0,6836.55
334,15,2025-01-18 21:22:00,Completed,1236.3,0,7005.7
335,234,2025-11-20 23:40:00,Cancelled,669.3,0,6023.7
336,188,2025-07-31 08:09:00,Completed,0,0,5997
337,147,2025-08-29 17:00:00,Returned,1408.95,0,7984.05
338,97,2025-07-30 17:27:00,Completed,649.85,0,12347.15
339,217,2025-11-17 07:33:00,Cancelled,0,0,4596
340,149,2025-02-26 20:29:00,Cancelled,0,0,13294
341,498,2025-02-22 09:17:00,Completed,1249.4,0,11244.6
342,403,2025-09-13 11:29:00,Returned,0,0,2799
343,137,2025-07-20 02:34:00,Completed,0,0,7297
344,198,2025-08-15 07:47:00,Completed,0,0,13494
345,200,2025-12-15 09:59:00,Completed,559.8,0,10636.2
346,327,2025-06-02 06:23:00,Completed,294.75,0,5600.25
347,86,2025-05-22 18:07:00,Completed,1649.4,0,14844.6
348,80,2025-07-10 02:15:00,Completed,2848.65,0,16142.35
349,65,2025-09-07 07:20:00,Cancelled,0,0,20193
350,461,2025-01-21 15:45:00,Completed,644.65,0,12248.35
351,375,2025-08-28 08:55:00,Cancelled,199.85,0,3797.15
352,278,2025-07-07 14:00:00,Returned,3073.65,0,17417.35
353,98,2025-09-26 21:31:00,Cancelled,244.8,0,4651.2
354,50,2025-09-25 21:04:00,Completed,849.8,0,7648.2
355,51,2025-01-17 18:41:00,Completed,0,0,15091
356,477,2025-04-17 20:31:00,Completed,729.55,0,13861.45
357,21,2025-02-06 09:04:00,Completed,0,0,3897
358,198,2025-04-08 06:33:00,Returned,2699.1,0,15294.9
359,383,2025-02-24 20:36:00,Completed,0,0,21390
360,308,2025-08-15 11:57:00,Completed,0,0,9092
361,280,2025-04-20 12:49:00,Cancelled,0,0,9194
362,306,2025-01-09 16:08:00,Completed,0,0,1599
363,12,2025-12-20 08:58:00,Cancelled,0,0,9596
364,136,2025-07-07 18:15:00,Completed,0,0,16293
365,406,2025-09-05 05:31:00,Returned,127.35,0,2419.65
366,375,2025-10-23 12:05:00,Completed,794.25,0,4500.75
367,325,2025-11-20 12:03:00,Completed,1259.55,0,7137.45
368,168,2025-09-15 22:14:00,Completed,899.7,0,5098.3
369,259,2025-02-16 07:27:00,Completed,2916.15,0,16524.85
370,135,2025-02-13 12:32:00,Completed,989.6,0,8906.4
371,334,2025-10-20 06:35:00,Cancelled,349.8,0,6646.2
372,46,2025-02-27 21:26:00,Completed,0,0,21292
373,87,2025-06-29 19:52:00,Completed,334.9,0,6363.1
374,388,2025-02-13 03:47:00,Completed,234.85,0,4462.15
375,157,2025-08-19 15:01:00,Completed,1589.4,0,9006.6
376,281,2025-09-05 19:46:00,Completed,1349.55,0,7647.45
377,131,2025-03-29 01:18:00,Completed,794.7,0,15099.3
378,443,2025-02-25 00:18:00,Returned,0,0,14140
379,102,2025-09-14 14:35:00,Returned,524.85,0,2974.15
380,171,2025-09-08 12:47:00,Completed,224.85,0,4272.15
381,321,2025-06-04 07:32:00,Completed,0,79,1477
382,486,2025-05-24 07:09:00,Completed,0,0,27738
383,124,2025-10-21 04:27:00,Completed,1244.25,0,7050.75
384,351,2025-04-14 04:19:00,Returned,0,0,11394
385,35,2025-10-13 17:46:00,Completed,569.8,0,10826.2
386,493,2025-07-30 09:28:00,Returned,1139.55,0,6457.45
387,137,2025-11-07 18:39:00,Completed,399.7,0,3597.3
388,258,2025-11-06 15:45:00,Returned,0,0,13896
389,17,2025-07-29 00:59:00,Completed,779.6,0,14812.4
390,455,2025-05-07 13:25:00,Completed,0,0,20340
391,234,2025-01-22 07:33:00,Cancelled,1569.3,0,14123.7
392,453,2025-06-05 09:29:00,Completed,2728.8,0,15463.2
393,93,2025-10-27 22:34:00,Completed,0,0,21991
394,47,2025-05-09 10:44:00,Returned,879.6,0,7916.4
395,44,2025-09-26 22:24:00,Returned,0,0,6697
396,290,2025-12-04 04:10:00,Completed,859.6,0,7736.4
397,321,2025-04-03 03:57:00,Completed,339.7,0,3057.3
398,279,2025-01-03 19:56:00,Completed,1189.5,0,10705.5
399,227,2025-02-10 19:38:00,Completed,629.1,0,3564.9
400,26,2025-04-05 04:03:00,Returned,1102.05,0,20938.95
401,472,2025-02-14 01:06:00,Completed,2969.1,0,16824.9
402,404,2025-10-15 05:29:00,Returned,0,0,15194
403,432,2025-10-09 02:18:00,Completed,469.5,0,4225.5
404,108,2025-12-23 06:39:00,Completed,449.55,0,2547.45
405,248,2025-12-19 19:59:00,Returned,644.55,0,12246.45
406,315,2025-10-16 15:33:00,Returned,849.6,0,7646.4
407,378,2025-04-17 19:26:00,Completed,839.7,0,4758.3
408,6,2025-11-24 06:44:00,Completed,0,0,14292
409,352,2025-06-20 10:25:00,Returned,249.95,0,4749.05
410,473,2025-12-11 15:58:00,Completed,0,0,5998
411,457,2025-10-02 10:29:00,Completed,224.7,79,1352.3
412,285,2025-10-02 00:13:00,Cancelled,1149.5,0,10345.5
413,432,2025-03-26 18:38:00,Completed,279.75,0,5315.25
414,140,2025-07-31 02:31:00,Completed,0,0,16094
415,402,2025-01-20 06:58:00,Completed,936.6,0,5307.4
416,398,2025-06-17 04:49:00,Completed,2039.4,0,11556.6
417,3,2025-06-09 01:43:00,Cancelled,0,0,5598
418,267,2025-12-04 23:19:00,Completed,1589.25,0,9005.75
419,396,2025-08-14 21:07:00,Completed,854.7,0,4843.3
420,264,2025-02-22 06:34:00,Completed,0,0,6695
421,314,2025-06-23 17:28:00,Completed,0,0,6896
422,28,2025-02-14 13:25:00,Completed,0,0,18540
423,291,2025-03-09 02:52:00,Returned,1259.25,0,7135.75
424,468,2025-07-06 12:11:00,Returned,0,0,7796
425,246,2025-08-25 05:18:00,Completed,0,0,5395
426,285,2025-11-29 02:50:00,Completed,1339.2,0,12052.8
427,34,2025-06-24 06:52:00,Returned,1978.8,0,11213.2
428,59,2025-10-31 19:29:00,Completed,159.95,0,3039.05
429,36,2025-11-03 03:43:00,Cancelled,0,0,21692
430,339,2025-03-18 14:34:00,Completed,2526.3,0,14315.7
431,471,2025-08-11 22:58:00,Completed,149.85,79,928.15
432,207,2025-03-07 09:03:00,Completed,899.55,0,5097.45
433,57,2025-05-25 00:15:00,Completed,0,0,17691
434,72,2025-04-07 17:24:00,Completed,0,0,7844
435,337,2025-08-12 04:05:00,Completed,2789.0,0,25101.0
436,116,2025-04-06 13:38:00,Completed,0,0,7441
437,248,2025-12-27 11:07:00,Cancelled,2526.15,0,14314.85
438,126,2025-08-30 20:47:00,Returned,104.85,0,1992.15
439,28,2025-06-25 17:49:00,Completed,0,0,15292
440,356,2025-11-02 23:19:00,Returned,1319.65,0,25073.35
441,14,2025-05-27 15:05:00,Completed,0,79,1477
442,144,2025-05-21 08:00:00,Returned,127.35,79,800.65
443,338,2025-08-17 11:51:00,Completed,0,0,13894
444,305,2025-03-20 15:48:00,Completed,1294.55,0,24596.45
445,27,2025-03-27 14:25:00,Completed,689.2,0,6202.8
446,135,2025-03-16 16:55:00,Completed,319.8,0,2878.2
447,493,2025-09-29 21:02:00,Completed,289.75,0,5505.25
448,201,2025-08-25 21:47:00,Completed,0,0,10644
449,281,2025-01-06 21:00:00,Completed,119.85,79,758.15
450,351,2025-08-17 11:14:00,Returned,0,0,14095
451,337,2025-04-22 19:40:00,Completed,0,0,7497
